ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5058,F,Road,4,2,174,3,low,F,3,5920,No
5059,D,Road,4,4,216,2,low,F,4,5984,No
5060,F,Road,4,3,143,3,low,F,2,4693,No
5061,A,Road,5,1,135,3,low,M,3,4939,Yes
5062,B,Road,4,2,222,3,low,M,4,5919,No
5063,C,Road,6,2,140,2,high,M,1,4053,No
5064,F,Road,4,2,209,2,medium,F,9,5131,No
5065,D,Flight,3,5,162,2,low,M,4,4495,No
5066,F,Flight,5,2,152,4,medium,M,6,5596,No
5067,A,Flight,4,2,236,3,medium,M,9,4725,No
5068,B,Flight,4,5,192,4,low,F,10,4691,No
5069,C,Flight,5,2,233,3,high,F,4,4140,No
5070,F,Flight,3,5,156,3,medium,F,2,4190,Yes
5071,D,Flight,5,1,257,3,medium,M,7,4133,No
5072,F,Flight,4,5,228,4,low,M,4,4750,No
5073,A,Flight,5,1,262,2,high,M,9,5008,No
5074,B,Flight,3,1,203,2,low,M,2,4647,Yes
5075,C,Flight,4,5,217,4,medium,F,3,5966,No
5076,F,Flight,3,1,197,5,medium,F,6,5919,No
5077,D,Flight,3,5,217,3,low,M,9,4306,No
5078,F,Flight,3,2,200,4,medium,F,4,4918,No
5079,A,Flight,4,3,181,3,medium,M,10,4541,Yes
5080,B,Flight,4,1,212,3,low,M,2,4353,Yes
5081,C,Flight,5,3,217,2,low,F,4,5588,No
5082,F,Flight,5,4,240,4,medium,F,2,5215,No
5083,D,Flight,3,1,161,3,low,M,9,4865,Yes
5084,F,Flight,3,4,157,3,medium,F,6,5611,No
5085,A,Flight,4,5,133,3,medium,M,4,5180,Yes
5086,B,Flight,4,3,138,3,low,F,2,5593,No
5087,C,Ship,4,3,158,3,high,M,1,5089,Yes
5088,F,Ship,5,2,243,3,high,M,2,5734,Yes
5089,D,Ship,3,2,189,3,medium,M,2,4718,No
5090,F,Ship,2,4,272,2,medium,M,4,4632,No
5091,A,Ship,4,4,168,3,low,M,6,5488,Yes
5092,B,Ship,4,4,157,3,medium,F,10,5041,Yes
5093,C,Ship,3,5,217,2,medium,F,6,5182,No
5094,F,Ship,5,3,237,4,low,F,8,5432,No
5095,D,Ship,4,3,133,2,low,M,9,4145,No
5096,F,Ship,3,4,243,2,medium,M,1,5840,Yes
5097,A,Ship,5,3,273,4,medium,M,2,4186,Yes
5098,B,Ship,5,4,202,5,low,F,6,5230,Yes
5099,C,Ship,5,5,240,2,low,F,7,4409,Yes
5100,F,Ship,3,5,275,3,low,M,6,5148,No
5101,D,Ship,3,5,274,3,medium,M,5,4710,Yes
5102,F,Ship,4,3,272,3,low,F,4,5654,No
5103,A,Ship,2,4,126,5,medium,M,2,5461,No
5104,B,Ship,5,3,215,2,medium,F,10,5194,Yes
5105,C,Ship,2,5,175,5,low,F,8,4269,No
5106,F,Ship,4,3,149,6,medium,M,5,5456,Yes
5107,D,Ship,6,1,145,3,medium,F,1,4346,Yes
5108,F,Ship,6,1,257,4,medium,F,3,5656,Yes
5109,A,Ship,4,3,136,3,medium,M,10,4299,Yes
5110,B,Ship,5,3,163,6,low,M,6,4349,No
5111,C,Ship,3,4,256,3,low,M,7,5013,Yes
5112,F,Ship,3,3,141,3,low,F,7,4954,Yes
5113,D,Ship,4,3,196,2,medium,F,4,4203,Yes
5114,F,Ship,5,4,154,2,low,F,5,5528,No
5115,A,Ship,5,3,197,3,medium,F,2,4678,Yes
5116,B,Ship,3,2,207,3,medium,F,1,4369,No
5117,C,Ship,4,1,258,4,low,M,5,5664,No
5118,F,Ship,3,3,270,3,high,F,7,4690,Yes
5119,D,Ship,5,2,139,4,low,F,9,5070,Yes
5120,F,Ship,3,5,197,3,low,M,4,5423,No
5121,A,Ship,5,2,176,3,low,M,9,5656,No
5122,B,Ship,3,1,206,3,medium,M,5,5676,Yes
5123,C,Ship,4,5,176,4,medium,M,6,5061,No
5124,F,Ship,2,4,208,3,medium,F,6,4226,Yes
5125,D,Ship,3,3,154,2,medium,F,1,5746,Yes
5126,F,Ship,2,2,206,5,low,F,7,5203,No
5127,A,Ship,3,5,253,2,low,M,8,5476,Yes
5128,B,Ship,4,5,270,3,medium,F,2,5272,No
5129,C,Ship,3,3,271,4,high,M,3,4006,Yes
5130,F,Ship,2,1,108,3,low,M,4,5924,Yes
5131,D,Ship,4,5,172,2,medium,M,7,4559,No
5132,F,Ship,5,1,265,3,high,M,5,4951,Yes
5133,A,Ship,4,4,208,5,medium,F,7,5401,No
5134,B,Ship,4,5,261,3,high,M,3,4885,Yes
5135,C,Ship,4,4,197,2,medium,F,1,5211,No
5136,F,Ship,4,4,240,2,medium,F,4,5101,No
5137,D,Ship,4,1,273,4,low,M,1,4857,No
5138,F,Ship,3,5,180,2,medium,M,1,5940,Yes
5139,A,Ship,4,2,136,2,medium,F,7,4305,Yes
5140,B,Ship,3,4,222,6,medium,F,10,4579,Yes
5141,C,Ship,4,5,231,4,medium,M,9,5528,No
5142,F,Ship,4,5,240,5,low,M,8,4558,No
5143,D,Ship,4,1,152,3,low,M,10,5974,No
5144,F,Ship,5,2,206,2,medium,F,2,5627,Yes
5145,A,Ship,2,3,274,4,medium,F,10,4798,Yes
5146,B,Ship,5,4,97,6,high,M,7,5509,Yes
5147,C,Ship,3,4,243,4,medium,F,10,4076,No
5148,F,Ship,3,4,106,6,medium,F,7,4621,No
5149,D,Ship,5,3,241,3,low,F,2,5587,Yes
5150,F,Ship,3,1,217,4,medium,F,1,5761,Yes
5151,A,Ship,4,1,241,4,medium,M,5,5080,No
5152,B,Ship,4,3,213,3,low,M,6,5447,No
5153,C,Ship,3,1,134,3,medium,M,10,4200,No
5154,F,Ship,3,4,162,2,medium,F,8,4972,No
5155,D,Ship,2,4,193,4,low,M,7,5552,Yes
5156,F,Ship,4,3,138,2,medium,M,9,5297,Yes
5157,A,Ship,5,4,181,5,medium,M,2,5324,No
5158,B,Ship,4,2,274,2,low,M,10,4361,No
5159,C,Ship,4,3,254,2,high,F,3,4930,No
5160,F,Ship,5,2,196,5,low,M,10,5111,No
5161,D,Ship,4,2,157,4,low,F,6,4964,No
5162,F,Ship,4,3,130,3,medium,F,3,4317,No
5163,A,Ship,3,3,273,2,medium,F,7,5491,No
5164,B,Ship,4,5,154,3,medium,F,9,5489,Yes
5165,C,Ship,4,2,166,3,medium,F,8,4758,No
5166,F,Ship,5,5,171,3,low,M,8,4227,No
5167,D,Ship,5,4,177,2,low,M,2,5618,Yes
5168,F,Ship,2,5,195,3,low,M,3,5785,No
5169,A,Ship,5,4,269,2,low,F,9,5517,No
5170,B,Ship,4,1,196,3,low,M,4,4634,Yes
5171,C,Ship,3,1,244,3,high,M,7,5140,Yes
5172,F,Ship,3,3,137,3,medium,M,1,5490,Yes
5173,D,Ship,3,2,201,3,high,M,6,5165,Yes
5174,F,Ship,3,3,211,3,medium,M,7,5185,No
5175,A,Ship,5,3,266,3,medium,F,4,4195,No
5176,B,Ship,5,3,222,2,low,F,2,5953,Yes
5177,C,Ship,5,4,241,4,high,M,6,4412,Yes
5178,F,Ship,3,2,226,4,medium,F,8,5225,No
5179,D,Ship,3,5,254,3,medium,M,3,4072,No
5180,F,Road,4,5,222,3,medium,F,8,4950,No
5181,A,Road,4,4,148,3,medium,F,5,4892,No
5182,B,Road,4,3,194,3,medium,M,3,5916,Yes
5183,C,Road,4,1,177,2,high,F,7,5599,Yes
5184,F,Road,2,2,150,3,low,F,6,5854,Yes
5185,D,Road,3,2,111,2,low,F,4,4245,Yes
5186,F,Road,5,4,172,3,low,F,3,5064,Yes
5187,A,Road,4,5,234,3,low,M,3,5438,No
5188,B,Road,5,5,257,4,medium,M,10,5180,Yes
5189,C,Road,3,1,221,3,high,M,3,5005,Yes
5190,F,Road,5,1,171,5,medium,F,8,4699,No
5191,D,Road,4,4,231,2,low,F,4,5825,No
5192,F,Road,5,5,187,4,medium,F,9,5326,No
5193,A,Road,5,4,233,3,low,M,8,5076,Yes
5194,B,Road,4,4,268,6,medium,F,3,4834,No
5195,C,Road,4,2,262,3,low,F,9,4941,No
5196,F,Road,3,4,284,10,low,M,8,4562,Yes
5197,D,Road,3,3,259,3,medium,F,5,4664,No
5198,F,Road,3,1,221,10,medium,M,10,5473,No
5199,A,Road,5,5,271,4,high,F,6,4547,Yes
5200,B,Road,5,4,249,3,high,F,2,4397,Yes
5201,C,Road,5,5,259,3,medium,F,5,4315,No
5202,F,Flight,3,1,176,3,low,M,5,5316,Yes
5203,D,Flight,4,1,139,3,low,M,6,4942,Yes
5204,F,Flight,3,4,243,3,medium,F,8,4959,No
5205,A,Flight,5,2,248,3,medium,M,5,5946,No
5206,B,Flight,3,5,247,3,low,F,4,5891,Yes
5207,C,Flight,5,5,230,10,high,M,10,5619,Yes
5208,F,Flight,5,3,134,3,high,M,8,5016,No
5209,D,Flight,4,1,184,3,low,F,8,4667,No
5210,F,Flight,4,5,263,3,medium,F,6,5445,No
5211,A,Flight,5,4,121,5,high,F,4,4814,No
5212,B,Flight,3,2,160,3,medium,M,3,5807,No
5213,C,Flight,4,2,229,4,medium,M,3,5340,No
5214,F,Flight,7,3,306,4,medium,M,4,1739,Yes
5215,D,Flight,6,2,291,4,low,M,8,1019,No
5216,F,Flight,6,4,292,4,low,F,10,1321,Yes
5217,A,Flight,6,2,293,5,low,M,2,1494,No
5218,B,Flight,6,4,275,4,low,M,9,1585,No
5219,C,Flight,6,3,274,4,low,M,2,1833,Yes
5220,F,Flight,7,5,310,4,low,F,5,1975,No
5221,D,Flight,6,3,292,4,low,F,10,1270,No
5222,F,Flight,6,5,256,5,low,M,10,1686,No
5223,A,Flight,4,5,234,3,low,M,5,5213,No
5224,B,Ship,5,1,257,4,medium,M,1,4924,No
5225,C,Ship,3,1,221,3,high,M,1,4948,No
5226,F,Ship,5,1,171,5,medium,F,2,5921,Yes
5227,D,Ship,4,1,231,2,low,F,1,5917,Yes
5228,F,Ship,5,1,187,4,medium,F,8,5164,No
5229,A,Ship,5,1,233,3,low,M,10,5289,No
5230,B,Ship,4,2,268,6,medium,M,2,4348,No
5231,C,Ship,4,3,262,3,low,M,9,4404,Yes
5232,F,Ship,3,4,284,10,low,M,5,5479,No
5233,D,Ship,3,3,259,3,medium,F,4,4259,No
5234,F,Ship,3,5,221,10,medium,F,7,5743,Yes
5235,A,Ship,5,5,271,4,high,M,10,4305,Yes
5236,B,Ship,5,2,249,3,high,F,8,5000,Yes
5237,C,Ship,5,5,259,3,medium,F,1,4608,No
5238,F,Ship,3,1,176,3,low,F,7,4276,No
5239,D,Ship,4,1,139,3,low,F,1,5502,Yes
5240,F,Ship,3,1,243,3,medium,F,2,5827,Yes
5241,A,Ship,5,3,248,3,medium,M,10,5567,Yes
5242,B,Ship,3,4,247,3,low,M,6,4873,No
5243,C,Ship,5,5,230,10,high,F,3,5391,No
5244,F,Ship,5,5,134,3,high,F,5,5783,Yes
5245,D,Ship,4,2,184,3,low,M,10,4931,No
5246,F,Ship,4,4,263,3,medium,M,10,4680,No
5247,A,Ship,5,2,121,5,high,F,4,5833,No
5248,B,Ship,3,1,160,3,medium,F,4,5132,No
5249,C,Ship,4,1,229,4,medium,F,2,5378,Yes
5250,F,Ship,7,5,306,4,medium,F,2,1281,No
5251,D,Ship,6,2,291,4,low,F,7,1046,No
5252,F,Ship,6,4,292,4,low,M,9,1056,Yes
5253,A,Ship,6,5,293,5,low,F,1,1278,No
5254,B,Ship,6,4,275,4,low,M,10,1266,Yes
5255,C,Ship,6,3,274,4,low,M,10,1174,No
5256,F,Ship,7,2,310,4,low,M,4,1806,No
5257,D,Ship,6,5,292,4,low,F,10,1969,Yes
5258,F,Ship,6,1,275,4,low,F,5,1228,No
5259,A,Ship,7,3,310,4,medium,M,8,1860,Yes
5260,B,Ship,7,5,281,4,low,M,8,1987,Yes
5261,C,Ship,6,5,256,4,low,M,5,1033,Yes
5262,F,Ship,6,4,304,4,low,F,2,1749,No
5263,D,Ship,6,4,285,4,medium,M,6,1582,No
5264,F,Ship,7,4,283,5,low,M,6,1882,Yes
5265,A,Ship,6,1,304,4,low,F,4,1236,Yes
5266,B,Ship,6,3,282,4,medium,M,3,1661,No
5267,C,Ship,6,2,304,5,medium,M,6,1178,Yes
5268,F,Ship,6,2,301,5,medium,M,3,1844,Yes
5269,D,Ship,7,2,296,4,low,F,6,1005,Yes
5270,F,Ship,6,4,264,4,low,M,1,1660,Yes
5271,A,Ship,6,4,306,4,low,F,6,1461,No
5272,B,Ship,7,4,243,4,medium,F,6,1362,Yes
5273,C,Ship,6,2,286,4,low,M,9,1418,No
5274,F,Ship,6,2,247,4,medium,M,1,1668,No
5275,D,Ship,7,5,292,5,low,M,5,1932,Yes
5276,F,Ship,6,2,281,2,medium,F,9,1715,Yes
5277,A,Ship,6,5,294,4,low,M,4,1302,No
5278,B,Ship,5,1,279,4,low,F,3,1499,No
5279,C,Ship,6,4,298,4,medium,M,9,1629,No
5280,F,Ship,6,3,248,4,low,F,6,1997,Yes
5281,D,Ship,6,5,261,4,low,F,3,1217,Yes
5282,F,Ship,5,2,136,2,low,M,3,1370,No
5283,A,Ship,6,3,259,5,medium,F,1,1271,No
5284,B,Ship,6,4,292,4,medium,F,7,1094,Yes
5285,C,Ship,7,4,305,4,medium,F,6,1873,No
5286,F,Ship,6,2,304,4,low,F,9,1392,No
5287,D,Ship,3,5,218,2,low,M,4,5142,No
5288,F,Ship,4,1,268,3,medium,M,6,4681,Yes
5289,A,Ship,2,3,110,5,low,M,3,4124,No
5290,B,Ship,4,4,248,3,low,F,1,5198,No
5291,C,Ship,4,3,194,2,medium,M,4,5780,Yes
5292,F,Ship,5,4,151,2,low,F,10,5643,Yes
5293,D,Ship,3,2,205,2,low,M,6,4853,No
5294,F,Ship,2,1,275,2,low,F,5,4163,Yes
5295,A,Ship,5,3,229,2,medium,M,10,5149,No
5296,B,Ship,3,4,169,3,low,F,4,5716,No
5297,C,Ship,3,1,137,5,low,F,8,4980,Yes
5298,F,Ship,3,2,263,3,medium,F,3,4181,No
5299,D,Ship,5,4,187,3,low,F,1,4181,No
5300,F,Ship,4,3,287,4,low,M,6,5889,No
5301,A,Ship,4,4,134,2,medium,F,5,5230,No
5302,B,Ship,5,4,244,3,medium,F,3,4015,No
5303,C,Ship,4,3,229,2,medium,F,8,5868,No
5304,F,Ship,5,1,203,5,medium,M,2,4845,No
5305,D,Ship,4,5,183,2,medium,F,8,4422,No
5306,F,Ship,4,2,146,2,medium,M,4,4348,Yes
5307,A,Ship,4,4,252,3,medium,M,1,5676,Yes
5308,B,Ship,3,5,133,3,medium,M,7,4314,No
5309,C,Ship,3,3,207,3,low,M,7,4816,Yes
5310,F,Ship,3,4,243,3,medium,M,8,5705,Yes
5311,D,Ship,2,1,219,4,low,M,7,5573,Yes
5312,F,Ship,3,1,182,2,low,F,3,5510,Yes
5313,A,Ship,5,5,257,3,medium,F,5,5084,No
5314,B,Ship,4,2,256,4,medium,M,4,5469,No
5315,C,Ship,3,5,181,4,high,F,1,4971,Yes
5316,F,Ship,3,1,219,3,medium,M,6,4893,Yes
5317,D,Road,4,3,227,2,low,M,3,4375,No
5318,F,Road,3,5,232,2,high,F,8,5146,No
5319,A,Road,6,4,143,4,medium,M,4,4401,No
5320,B,Road,4,3,274,3,high,F,7,5517,No
5321,C,Road,4,4,186,3,low,F,2,4430,No
5322,F,Road,3,4,273,3,low,M,3,5163,Yes
5323,D,Road,3,3,199,3,low,M,7,5258,Yes
5324,F,Road,4,4,238,3,medium,F,5,4724,Yes
5325,A,Road,4,3,175,3,medium,F,4,5784,No
5326,B,Road,4,2,252,6,medium,M,2,5476,No
5327,C,Road,6,1,250,3,low,M,5,5621,Yes
5328,F,Road,3,2,254,2,medium,F,10,5608,No
5329,D,Road,2,4,201,2,high,M,2,5115,No
5330,F,Road,5,1,234,3,high,F,9,5548,No
5331,A,Road,4,2,164,4,low,M,2,5008,No
5332,B,Road,4,1,197,3,low,M,2,4326,No
5333,C,Road,4,3,158,4,medium,M,7,4460,No
5334,F,Road,3,2,158,3,medium,M,4,5335,No
5335,D,Road,5,3,111,4,medium,F,8,4575,No
5336,F,Road,5,3,215,3,low,F,2,4731,Yes
5337,A,Road,6,3,233,3,medium,F,9,4293,Yes
5338,B,Road,4,4,204,3,medium,M,8,5614,No
5339,C,Flight,2,5,254,2,low,M,10,5718,Yes
5340,F,Flight,5,1,162,3,medium,F,1,5537,No
5341,D,Flight,4,1,249,5,low,M,9,4396,No
5342,F,Flight,3,2,151,3,low,F,7,5154,Yes
5343,A,Flight,4,2,243,2,medium,F,6,4573,No
5344,B,Flight,4,2,181,3,low,M,4,5078,No
5345,C,Flight,4,3,241,2,medium,F,4,5942,Yes
5346,F,Flight,3,3,175,3,low,M,2,5740,Yes
5347,D,Flight,3,1,191,2,medium,F,10,5073,No
5348,F,Flight,4,5,260,3,high,M,10,4919,No
5349,A,Flight,4,1,263,4,low,M,9,4390,No
5350,B,Flight,4,1,254,2,low,M,10,4230,Yes
5351,C,Flight,5,5,103,6,medium,F,2,4860,No
5352,F,Flight,5,2,254,5,medium,F,2,5655,Yes
5353,D,Flight,5,4,235,2,medium,M,9,5549,No
5354,F,Flight,4,3,167,3,medium,F,1,4621,Yes
5355,A,Flight,4,5,140,5,medium,F,3,4191,Yes
5356,B,Flight,4,1,231,3,medium,M,2,4940,No
5357,C,Flight,2,4,144,4,low,F,8,5760,Yes
5358,F,Flight,4,5,183,2,medium,F,2,4533,Yes
5359,D,Flight,4,3,149,3,low,F,3,5542,No
5360,F,Flight,4,4,145,2,medium,M,8,5645,Yes
5361,A,Ship,3,3,223,3,medium,F,4,5062,Yes
5362,B,Ship,4,2,251,2,low,F,10,4898,Yes
5363,C,Ship,4,2,240,3,medium,M,9,5170,Yes
5364,F,Ship,4,5,226,5,low,F,5,4833,No
5365,D,Ship,4,1,200,2,low,M,5,5072,Yes
5366,F,Ship,3,4,213,3,high,F,4,5996,No
5367,A,Ship,3,4,166,2,low,F,10,5258,No
5368,B,Ship,5,2,203,6,medium,F,7,5289,No
5369,C,Ship,3,4,175,2,medium,M,9,5643,Yes
5370,F,Ship,4,2,197,3,low,F,6,5826,No
5371,D,Ship,4,1,158,3,medium,M,5,5782,No
5372,F,Ship,4,2,257,2,low,M,7,5325,Yes
5373,A,Ship,3,1,183,2,medium,F,3,4042,No
5374,B,Ship,3,3,254,2,medium,M,8,4890,Yes
5375,C,Ship,3,1,219,2,medium,F,10,4390,Yes
5376,F,Ship,3,5,271,4,low,M,3,5831,Yes
5377,D,Ship,4,4,236,2,medium,F,5,5266,No
5378,F,Ship,5,1,170,4,high,M,6,5258,Yes
5379,A,Ship,5,4,203,2,high,F,2,4190,Yes
5380,B,Ship,3,5,258,3,low,M,5,4314,Yes
5381,C,Ship,4,5,228,2,low,F,4,4783,Yes
5382,F,Ship,6,3,251,5,medium,M,8,4877,No
5383,D,Ship,3,3,166,2,medium,M,4,4254,Yes
5384,F,Ship,3,5,147,3,low,F,4,5042,No
5385,A,Ship,5,4,248,4,medium,F,5,4271,Yes
5386,B,Ship,3,2,238,4,low,F,7,5254,No
5387,C,Ship,4,4,219,2,medium,M,7,4604,No
5388,F,Ship,5,2,226,3,medium,M,6,4700,Yes
5389,D,Ship,3,3,211,4,low,M,7,4733,No
5390,F,Ship,5,4,139,3,medium,F,6,5721,No
5391,A,Ship,4,2,137,2,medium,F,2,5804,Yes
5392,B,Ship,4,4,222,2,medium,M,7,4343,No
5393,C,Ship,2,3,257,2,low,F,1,5331,Yes
5394,F,Ship,5,1,186,4,medium,M,5,5239,No
5395,D,Ship,4,2,262,3,low,M,4,5085,No
5396,F,Ship,4,3,248,3,low,M,5,4781,Yes
5397,A,Ship,5,3,245,3,medium,F,5,5663,No
5398,B,Ship,5,3,202,4,low,M,6,5107,No
5399,C,Ship,4,3,279,6,medium,M,2,5405,No
5400,F,Ship,5,1,263,3,medium,M,6,4505,Yes
5401,D,Ship,3,5,227,4,low,F,9,4647,No
5402,F,Ship,5,3,245,4,high,M,8,4129,Yes
5403,A,Ship,4,5,142,2,medium,F,7,4594,Yes
5404,B,Ship,5,3,192,3,medium,F,6,4037,Yes
5405,C,Ship,4,3,190,4,medium,M,4,4102,Yes
5406,F,Ship,2,2,146,4,low,M,4,5817,No
5407,D,Ship,4,3,161,2,medium,M,3,4391,Yes
5408,F,Ship,3,3,192,3,low,F,1,4180,Yes
5409,A,Ship,3,1,267,3,low,M,5,5528,No
5410,B,Ship,5,5,186,4,medium,F,9,5592,Yes
5411,C,Ship,4,2,149,5,medium,F,8,4209,No
5412,F,Ship,4,4,246,3,low,M,2,5473,Yes
5413,D,Ship,3,2,177,4,low,F,3,5527,No
5414,F,Ship,4,5,199,2,low,F,8,4463,No
5415,A,Ship,5,2,247,3,medium,F,3,4698,Yes
5416,B,Ship,4,5,157,3,medium,F,2,4343,Yes
5417,C,Ship,3,1,202,3,medium,F,9,4322,No
5418,F,Ship,4,2,150,3,low,M,6,5787,Yes
5419,D,Ship,5,5,209,2,low,F,3,4348,No
5420,F,Ship,5,3,223,3,low,M,6,5977,No
5421,A,Ship,3,3,234,3,low,F,8,4839,Yes
5422,B,Ship,6,1,147,3,medium,F,5,4012,No
5423,C,Ship,6,5,201,5,medium,M,3,5771,No
5424,F,Ship,5,3,134,2,low,M,10,5279,Yes
5425,D,Ship,4,1,229,4,low,F,3,4352,Yes
5426,F,Ship,4,4,200,4,low,F,3,5583,Yes
5427,A,Ship,4,4,239,3,low,M,4,4756,No
5428,B,Ship,5,4,237,6,medium,M,2,4541,No
5429,C,Ship,5,2,121,5,medium,F,10,4790,No
5430,F,Ship,3,4,156,3,medium,M,6,5255,Yes
5431,D,Ship,5,3,195,4,low,F,9,5577,No
5432,F,Ship,4,4,261,3,high,M,9,5515,No
5433,A,Ship,2,1,255,2,medium,M,9,5936,Yes
5434,B,Ship,3,5,212,4,low,F,9,5791,No
5435,C,Ship,4,4,241,3,low,F,8,5206,Yes
5436,F,Ship,4,5,266,3,medium,F,4,5928,Yes
5437,D,Ship,4,5,253,2,low,M,8,5652,No
5438,F,Ship,4,3,192,3,medium,F,10,5190,No
5439,A,Ship,4,4,263,4,medium,M,7,4041,Yes
5440,B,Ship,4,5,198,6,medium,F,6,5380,No
5441,C,Ship,3,1,225,2,high,M,6,5274,Yes
5442,F,Ship,3,1,209,2,medium,F,3,4184,No
5443,D,Ship,3,4,222,3,medium,M,3,4068,No
5444,F,Ship,3,1,162,3,medium,F,7,5971,No
5445,A,Ship,5,1,217,2,medium,M,6,5518,No
5446,B,Ship,3,5,252,4,low,F,7,5328,Yes
5447,C,Ship,4,1,236,3,low,F,4,4248,No
5448,F,Ship,4,4,113,3,medium,F,1,5610,Yes
5449,D,Ship,6,4,157,6,low,F,9,5354,Yes
5450,F,Ship,5,3,169,4,low,F,4,5683,No
5451,A,Ship,5,3,268,3,medium,F,9,4152,Yes
5452,B,Ship,4,4,259,7,medium,M,7,4408,No
5453,C,Ship,3,2,135,7,medium,F,5,4716,No
5454,F,Road,4,1,196,5,low,M,7,5380,No
5455,D,Road,5,5,132,2,high,F,1,4233,No
5456,F,Road,3,5,256,2,medium,F,9,5750,No
5457,A,Road,3,5,240,8,low,M,9,4436,Yes
5458,B,Road,2,3,225,7,high,M,7,4009,Yes
5459,C,Road,5,2,205,3,low,F,3,5182,No
5460,F,Road,4,4,146,3,low,F,10,5805,No
5461,D,Road,7,3,281,4,low,F,4,1480,No
5462,F,Road,6,4,256,4,low,F,2,1752,Yes
5463,A,Road,6,2,304,4,low,M,2,1256,Yes
5464,B,Road,6,4,285,4,medium,M,9,1180,No
5465,C,Road,7,5,283,5,low,M,8,1578,No
5466,F,Road,6,4,304,4,low,M,6,1890,Yes
5467,D,Road,6,1,282,4,medium,M,4,1716,No
5468,F,Road,6,3,304,5,medium,F,6,1184,No
5469,A,Road,6,5,301,5,medium,M,3,1628,No
5470,B,Road,7,1,296,4,low,F,10,1230,Yes
5471,C,Road,6,5,264,4,low,M,1,1039,Yes
5472,F,Road,6,4,306,4,low,M,9,1595,No
5473,D,Road,4,1,241,3,low,M,4,4493,Yes
5474,F,Road,4,5,266,3,medium,M,8,4889,No
5475,A,Road,4,4,253,2,low,F,6,5892,No
5476,B,Flight,4,2,192,3,medium,F,3,4922,No
5477,C,Flight,4,5,263,4,medium,F,7,4243,Yes
5478,F,Flight,4,4,198,6,medium,M,9,5730,Yes
5479,D,Flight,3,4,225,2,high,M,5,5997,No
5480,F,Flight,3,2,209,2,medium,M,6,5095,Yes
5481,A,Flight,3,1,222,3,medium,F,8,4650,Yes
5482,B,Flight,3,5,162,3,medium,M,1,4480,No
5483,C,Flight,5,4,217,2,medium,M,4,4380,Yes
5484,F,Flight,3,4,252,4,low,F,10,5495,No
5485,D,Flight,4,5,236,3,low,M,8,4132,No
5486,F,Flight,4,5,113,3,medium,F,10,4053,Yes
5487,A,Flight,6,1,157,6,low,M,1,4631,Yes
5488,B,Flight,5,5,169,4,low,F,2,4188,No
5489,C,Flight,5,5,268,3,medium,M,2,4459,Yes
5490,F,Flight,4,1,259,7,medium,F,4,5102,No
5491,D,Flight,3,2,135,7,medium,M,8,4901,No
5492,F,Flight,4,4,196,5,low,F,6,4258,No
5493,A,Flight,5,5,132,2,high,M,6,4392,No
5494,B,Flight,3,5,256,2,medium,F,4,5368,Yes
5495,C,Flight,3,2,240,8,low,F,9,4908,No
5496,F,Flight,2,2,225,7,high,M,9,4947,Yes
5497,D,Flight,5,2,205,3,low,F,2,4270,No
5498,F,Ship,4,4,146,3,low,M,10,4472,Yes
5499,A,Ship,7,3,281,4,low,M,1,1215,Yes
5500,B,Ship,6,4,256,4,low,F,9,1676,No
5501,C,Ship,6,4,304,4,low,M,7,1226,Yes
5502,F,Ship,6,2,285,4,medium,M,6,1016,Yes
5503,D,Ship,7,2,283,5,low,F,10,1722,Yes
5504,F,Ship,6,5,304,4,low,F,6,1864,Yes
5505,A,Ship,6,2,282,4,medium,M,8,1553,No
5506,B,Ship,6,3,304,5,medium,F,10,1254,Yes
5507,C,Ship,6,5,301,5,medium,F,7,1209,Yes
5508,F,Ship,7,1,296,4,low,M,4,1446,No
5509,D,Ship,6,5,264,4,low,F,4,1822,Yes
5510,F,Ship,6,4,304,4,low,M,6,1342,No
5511,A,Ship,6,2,305,4,low,M,8,1015,No
5512,B,Ship,6,2,309,4,low,M,7,1941,No
5513,C,Ship,6,5,266,4,medium,F,6,1312,Yes
5514,F,Ship,4,1,233,4,low,M,2,1809,No
5515,D,Ship,5,3,287,4,low,M,2,1437,No
5516,F,Ship,6,5,268,4,low,M,10,1170,No
5517,A,Ship,6,2,290,4,medium,M,2,1070,Yes
5518,B,Ship,7,4,291,4,high,M,4,1248,Yes
5519,C,Ship,5,3,227,5,medium,M,2,1965,No
5520,F,Ship,3,5,222,2,low,M,9,1321,No
5521,D,Ship,6,5,301,4,medium,F,2,1943,No
5522,F,Ship,6,2,304,4,medium,F,10,1983,Yes
5523,A,Ship,4,2,133,3,low,M,2,1212,Yes
5524,B,Ship,4,1,218,5,low,F,5,1238,No
5525,C,Ship,5,5,304,5,low,F,8,1949,Yes
5526,F,Ship,6,1,260,4,medium,M,9,1698,Yes
5527,D,Ship,6,5,252,4,low,F,9,1460,No
5528,F,Ship,4,2,253,5,low,M,5,1812,No
5529,A,Ship,6,4,248,4,low,F,6,1851,No
5530,B,Ship,5,3,237,5,medium,F,4,1733,Yes
5531,C,Ship,5,3,264,5,medium,F,5,1399,No
5532,F,Ship,6,1,308,4,medium,M,1,1216,Yes
5533,D,Ship,7,3,270,4,medium,F,10,1211,No
